ID,Name,Description
S0516,SoreFang,SoreFang  can enumerate processes on a victim machine through use of  Tasklist . 
G0038,Stealth Falcon,Stealth Falcon  malware gathers a list of running processes. 
S0142,StreamEx,StreamEx  has the ability to enumerate processes. 
S0491,StrongPity,StrongPity  can determine if a user is logged in by checking to see if explorer.exe is running. 
S0559,SUNBURST,SUNBURST  collected a list of process names that were hashed using a FNV-1a + XOR algorithm to check against similarly-hashed hardcoded blocklists. 
S0562,SUNSPOT,SUNSPOT  monitored running processes for instances of  MsBuild.exe  by hashing the name of each running process and comparing it to the corresponding value  0x53D525 . It also extracted command-line arguments and individual arguments from the running  MsBuild.exe  process to identify the directory path of the Orion software Visual Studio solution. 
S1064,SVCReady,SVCReady  can collect a list of running processes from an infected host. 
S0018,Sykipot,Sykipot  may gather a list of running processes by running  tasklist /v . 
S0242,SynAck,SynAck  enumerates all running processes.  
S0464,SYSCON,SYSCON  has the ability to use  Tasklist  to list running processes. 
S0663,SysUpdate,SysUpdate  can collect information about running processes. 
S0011,Taidoor,Taidoor  can use  GetCurrentProcessId  for process discovery. 
S0586,TAINTEDSCRIBE,TAINTEDSCRIBE  can execute  ProcessList  for process discovery. 
S0467,TajMahal,TajMahal  has the ability to identify running processes and associated plugins on an infected host. 
S0057,Tasklist,Tasklist  can be used to discover processes running on a system. 
G0139,TeamTNT,TeamTNT  has searched for rival malware and removes it if found.    TeamTNT  has also searched for running processes containing the strings aliyun or liyun to identify machines running Alibaba Cloud Security tools. 
S0595,ThiefQuest,ThiefQuest  obtains a list of running processes using the function  kill_unwanted . 
S0266,TrickBot,TrickBot  uses module networkDll for process list discovery.  
S0094,Trojan.Karagany,Trojan.Karagany  can use  Tasklist  to collect a list of running tasks.  
G0081,Tropic Trooper,Tropic Trooper  is capable of enumerating the running processes on the system using  pslist .  
S0436,TSCookie,TSCookie  has the ability to list processes on the infected host. 
G0010,Turla,Turla  surveys a system upon check-in to discover running processes using the  tasklist /v  command.    Turla  RPC backdoors have also enumerated processes associated with specific open ports or named pipes. 
S0333,UBoatRAT,UBoatRAT  can list running processes on the system. 
S0022,Uroburos,Uroburos  can use its  Process List  command to enumerate processes on compromised hosts. 
S0386,Ursnif,Ursnif  has gathered information about running processes.  
S0452,USBferry,USBferry  can use  tasklist  to gather information about the process running on the infected system. 
S0476,Valak,Valak  has the ability to enumerate running processes on a compromised host. 
S0257,VERMIN,VERMIN  can get a list of the processes and running tasks on the system. 
S0180,Volgmer,Volgmer  can gather a list of processes. 
G1017,Volt Typhoon,Volt Typhoon  has enumerated running processes on targeted systems.  
S0670,WarzoneRAT,WarzoneRAT  can obtain a list of processes on a compromised host. 
S0579,Waterbear,Waterbear  can identify the process for a specific security product. 
G0112,Windshift,Windshift  has used malware to enumerate active processes. 
S0219,WINERACK,WINERACK  can enumerate processes. 
S0059,WinMM,WinMM  sets a WH_CBT Windows hook to collect information on process creation. 
S0141,Winnti for Windows,Winnti for Windows  can check if the explorer.exe process is responsible for calling its install function. 
G0044,Winnti Group,Winnti Group  looked for a specific process running on infected servers. 
S1065,Woody RAT,"Woody RAT  can call  NtQuerySystemProcessInformation  with  SystemProcessInformation  to enumerate all running processes, including associated information such as PID, parent PID, image name, and owner. "
S0161,XAgentOSX,XAgentOSX  contains the getProcessList function to run  ps aux  to get running processes. 
S0248,yty,yty  gets an output of running processes using the  tasklist  command. 
S0251,Zebrocy,"Zebrocy  uses the  tasklist  and  wmic process get Capture, ExecutablePath  commands to gather the processes running on the system.     "
S0330,Zeus Panda,Zeus Panda  checks for running processes on the victim’s machine. 
S0672,Zox,Zox  has the ability to list processes. 
S0412,ZxShell,"ZxShell  has a command, ps, to obtain a listing of processes on the system. "
S1013,ZxxZ,ZxxZ  has created a snapshot of running processes using  CreateToolhelp32Snapshot . 
S0045,ADVSTORESHELL,"ADVSTORESHELL  collects, compresses, encrypts, and exfiltrates data to the C2 server every 10 minutes. "
S0667,Chrommme,Chrommme  can set itself to sleep before requesting a new command from C2. 
S0154,Cobalt Strike,Cobalt Strike  can set its Beacon payload to reach out to the C2 server on an arbitrary and random interval. 
S0126,ComRAT,"ComRAT  has been programmed to sleep outside local business hours (9 to 5, Monday to Friday). "
S0200,Dipsind,"Dipsind  can be configured to only run during normal working hours, which would make its communications harder to distinguish from normal traffic. "
S0696,Flagpro,Flagpro  has the ability to wait for a specified time interval between communicating with and executing commands from C2. 
G0126,Higaisa,Higaisa  sent the victim computer identifier in a User-Agent string back to the C2 server every 10 minutes. 
S0283,jRAT,jRAT  can be configured to reconnect at certain intervals. 
S0265,Kazuar,Kazuar  can sleep for a specific time and be set to communicate at specific intervals. 
S0395,LightNeuron,LightNeuron  can be configured to exfiltrate data during nighttime or working hours. 
S0211,Linfo,Linfo  creates a backdoor through which remote attackers can change the frequency at which compromised hosts contact remote C2 infrastructure. 
S0409,Machete,Machete  sends stolen data to the C2 server every 10 minutes. 
S0223,POWERSTATS,POWERSTATS  can sleep for a given number of seconds. 
S0596,ShadowPad,ShadowPad  has sent data back to C2 every 8 hours. 
S1019,Shark,Shark  can pause C2 communications for a specified time. 
S0444,ShimRat,ShimRat  can sleep when instructed to do so by the C2. 
S0668,TinyTurla,TinyTurla  contacts its C2 based on a scheduled timing set in its configuration. 
M1031,Network Intrusion Prevention,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools.  "
S1052,DEADEYE,"DEADEYE  has used the scheduled tasks  \Microsoft\Windows\PLA\Server Manager Performance Monitor ,  \Microsoft\Windows\Ras\ManagerMobility ,  \Microsoft\Windows\WDI\SrvSetupResults , and  \Microsoft\Windows\WDI\USOShared  to establish persistence. "
G1006,Earth Lusca,"Earth Lusca  used the command  schtasks /Create /SC ONLOgon /TN WindowsUpdateCheck /TR """" /ru system  for persistence. "
S0447,Lokibot,"Lokibot 's second stage DLL has set a timer using ""timeSetEvent"" to schedule its next execution. "
S0125,Remsec,Remsec  schedules the execution one of its modules by creating a new scheduler task. 
S1034,StrifeWater,StrifeWater  has create a scheduled task named  Mozilla\Firefox Default Browser Agent 409046Z0FF4A39CB  for persistence. 
M1047,Audit,Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for permission weaknesses in scheduled tasks that could be used to escalate privileges.  
M1028,Operating System Configuration,"Configure settings for scheduled tasks to force tasks to run under the context of the authenticated account instead of allowing them to run as SYSTEM. The associated Registry key is located at  HKLM\SYSTEM\CurrentControlSet\Control\Lsa\SubmitControl . The setting can be configured through GPO: Computer Configuration >  > Windows Settings > Security Settings > Local Policies > Security Options: Domain Controller: Allow server operators to schedule tasks, set to disabled.  "
M1026,Privileged Account Management,Configure the Increase Scheduling Priority option to only allow the Administrators group the rights to schedule a priority process. This can be can be configured through GPO: Computer Configuration >  > Windows Settings > Security Settings > Local Policies > User Rights Assignment: Increase scheduling priority.  
M1018,User Account Management,Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create scheduled tasks on remote systems.
S0331,Agent Tesla,Agent Tesla  can capture screenshots of the victim’s desktop.     
S0622,AppleSeed,AppleSeed  can take screenshots on a compromised host by calling a series of APIs.  
G0007,APT28,APT28  has used tools to take screenshots from victims.    
G0087,APT39,APT39  has used a screen capture utility to take screenshots on a compromised host.  
S0456,Aria-body,Aria-body  has the ability to capture screenshots on compromised hosts. 
S1087,AsyncRAT,AsyncRAT  has the ability to view the screen on compromised hosts. 
S0438,Attor,Attor 's has a plugin that captures screenshots of the target applications. 
S0344,Azorult,Azorult  can capture screenshots of the victim’s machines. 
S1081,BADHATCH,BADHATCH  can take screenshots and send them to an actor-controlled C2 server. 
S0128,BADNEWS,BADNEWS  has a command to take a screenshot and send it to the C2 server.  
S0337,BadPatch,BadPatch  captures screenshots in .jpg format and then exfiltrates them. 
S0234,Bandook,Bandook  is capable of taking an image of and uploading the current desktop.  
S0017,BISCUIT,BISCUIT  has a command to periodically take screenshots of the system. 
S0089,BlackEnergy,BlackEnergy  is capable of taking screenshots. 
S0657,BLUELIGHT,"BLUELIGHT  has captured a screenshot of the display every 30 seconds for the first 5 minutes after initiating a C2 loop, and then once every five minutes thereafter. "
G0060,BRONZE BUTLER,BRONZE BUTLER  has used a tool to capture screenshots.  
S1063,Brute Ratel C4,Brute Ratel C4  can take screenshots on compromised hosts. 
S0454,Cadelspy,Cadelspy  has the ability to capture screenshots and webcam photos. 
S0351,Cannon,Cannon  can take a screenshot of the desktop. 
S0030,Carbanak,Carbanak  performs desktop video recording and captures screenshots of the desktop and sends it to the C2 server. 
S0484,Carberp,Carberp  can capture display screenshots with the screens_dll.dll plugin. 
S0348,Cardinal RAT,Cardinal RAT  can capture screenshots. 
S0261,Catchamas,Catchamas  captures screenshots based on specific keywords in the window’s title. 
S0631,Chaes,Chaes  can capture screenshots of the infected machine. 
S0674,CharmPower,CharmPower  has the ability to capture screenshots. 
